episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
2,19,0.3905,0.10925,0.2387,0.2206,4,True,True,7.25,,True,0.011185328123699002
2,20,0.38449,0.10987,0.2729,0.172,4,True,True,7.44,,True,0.008575018034943227
2,21,0.37853,0.11029,0.3044,0.1581,4,True,True,7.79,,True,0.02219870595782948
2,22,0.37214,0.1104,0.2907,0.1473,4,True,True,7.69,,True,0.02311064540551861
2,23,0.3659,0.11035,0.2812,0.1389,4,True,True,7.65,,True,0.014834640176091091
2,24,0.35964,0.1103,0.3153,0.1164,4,True,True,8.01,,True,0.009206568447228114
2,25,0.35348,0.11016,0.3443,0.0998,4,True,True,8.32,,True,0.01182655087072214
2,26,0.34721,0.10977,0.3288,0.0938,4,True,True,8.14,,True,0.012891444820874927
2,27,0.34113,0.10925,0.3176,0.0929,4,True,True,8.23,,True,0.008721968253483552
2,28,0.33501,0.10876,0.326,0.0934,4,True,True,8.37,,True,0.0113290609711221
2,29,0.32863,0.10829,0.3088,0.0722,4,True,True,8.48,,True,0.009258619064325261
2,30,0.32272,0.10803,0.2944,0.0709,4,True,True,8.57,,True,0.011762846676873856
2,31,0.31694,0.1082,0.3207,0.1076,4,True,True,8.97,,True,0.007985827461921296
2,32,0.31095,0.10857,0.3473,0.1289,4,True,True,9.08,,True,0.007303807828005336
2,33,0.30479,0.1089,0.3321,0.1146,4,True,True,9.1,,True,0.007246445625138961
2,34,0.29885,0.10938,0.3192,0.1168,4,True,True,9.41,,True,0.006744949029475575
2,35,0.29298,0.11021,0.3492,0.1542,4,True,True,9.79,,True,0.03462777172984
2,36,0.28707,0.11117,0.3815,0.1735,4,True,True,9.86,,True,0.0072566953693236295
2,37,0.28104,0.11202,0.4162,0.1592,4,True,True,10.25,,True,0.007147982696516077
2,38,0.27521,0.11262,0.4385,0.1656,4,True,True,10.47,,True,0.007531912569941239
2,39,0.26941,0.11287,0.4202,0.205,4,True,True,10.7,,True,0.006720478443233021
2,40,0.26342,0.11285,0.4159,0.2209,4,True,True,11.03,,False,nan
2,41,0.25722,0.11267,0.4502,0.2015,3,False,True,11.66,tilt,False,nan
2,42,0.25166,0.11222,0.4687,0.2028,3,False,True,11.82,tilt,False,nan
